no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,lead_time,arrival_month,market_segment_type,repeated_guest,avg_price_per_room,no_of_special_requests,booking_status
3,0,0,2,1,0,65,7,1,0,123.93,0,1
2,0,2,3,1,0,86,10,1,0,121.14,1,1
2,0,2,0,0,0,39,6,1,0,89.1,0,1
1,0,0,3,1,0,214,8,1,0,90.9,1,1
3,0,0,3,1,0,6,3,1,0,137.0,0,1
2,0,1,2,1,0,233,10,0,0,90.0,0,1
2,0,0,2,1,0,17,3,2,0,80.0,0,1
1,0,1,0,1,0,3,11,2,0,65.0,0,1
2,0,0,1,1,0,105,4,0,0,75.0,0,1
2,1,0,2,1,0,91,5,1,0,185.85,0,1
3,0,2,2,1,0,77,5,1,0,150.45,1,1
1,0,2,1,1,0,1,2,0,0,60.0,0,1
2,0,3,6,1,0,109,7,1,0,72.25,0,1
2,0,1,0,0,0,18,9,1,0,118.0,0,1
2,0,2,3,1,0,276,5,0,0,61.0,0,1
1,0,0,2,1,0,32,11,1,0,143.28,0,1
2,0,0,2,1,0,308,11,0,0,52.0,0,1
2,0,1,3,2,0,64,10,1,0,153.0,0,1
2,0,2,6,1,0,142,8,1,0,104.76,0,1
2,0,1,0,1,0,286,10,0,0,90.0,0,1
2,0,0,2,2,0,104,10,1,0,114.0,1,1
2,0,1,2,1,0,45,6,1,0,101.7,1,1
2,0,1,4,2,0,129,7,1,0,131.75,0,1
2,0,0,4,1,0,270,4,0,0,62.8,0,1
2,0,1,3,1,0,167,12,1,0,97.75,0,1
2,0,0,2,1,0,317,9,0,0,120.0,0,1
2,0,0,1,1,0,3,11,1,0,87.0,1,1
2,0,2,1,0,0,86,4,1,0,94.5,1,1
3,0,0,2,1,0,130,6,1,0,159.3,0,1
1,0,0,2,1,0,181,10,0,0,120.0,0,1
2,0,1,1,2,0,301,7,0,0,115.0,1,1
3,0,2,5,1,0,155,6,1,0,121.55,2,1
2,0,2,5,1,0,41,8,1,0,135.9,0,1
2,0,2,2,0,0,109,3,1,0,81.25,0,1
2,0,1,3,1,0,250,9,1,0,95.0,0,1
2,0,1,3,0,0,205,8,1,0,80.75,0,1
1,0,0,1,1,0,20,5,1,0,156.0,0,1
2,0,1,3,1,0,58,10,1,0,132.3,1,1
2,0,0,2,2,0,265,6,0,0,115.0,1,1
2,0,0,2,1,0,211,5,1,0,100.0,0,1
1,0,0,3,1,0,166,11,1,0,110.0,0,1
2,0,0,2,2,0,292,7,0,0,115.0,0,1
2,0,0,2,2,0,265,6,0,0,115.0,1,1
2,0,0,2,1,0,177,6,0,0,100.0,0,1
2,2,1,4,1,0,138,7,1,0,169.15,0,1
2,0,0,2,0,0,46,3,1,0,67.5,0,1
1,0,0,3,1,0,1,8,2,0,60.0,0,1
2,0,0,2,0,0,53,5,1,0,116.1,0,1
2,0,1,2,1,0,80,12,1,0,102.6,0,1
2,0,0,1,1,0,53,4,1,0,123.3,0,1
2,0,0,4,1,0,201,7,1,0,81.82,0,1
1,0,0,2,1,0,9,3,2,0,55.0,0,1
2,0,0,3,1,0,13,4,1,0,137.67,1,1
2,0,1,2,1,0,120,6,1,0,126.9,0,1
2,0,1,2,1,0,101,4,1,0,80.0,0,1
2,0,1,3,1,0,153,7,1,0,133.88,2,1
2,0,0,1,0,0,74,4,1,0,85.5,0,1
2,0,0,1,0,0,1,3,1,0,89.0,0,1
2,0,0,2,1,1,259,7,1,0,95.85,2,1
1,0,0,5,1,0,117,12,1,0,85.0,1,1
2,0,2,2,1,0,250,12,1,0,84.15,2,1
2,0,2,1,1,0,104,9,1,0,135.9,2,1
1,0,2,1,1,0,1,2,1,0,60.0,0,1
2,0,1,1,2,0,145,10,1,0,153.0,0,1
2,0,0,4,1,0,206,9,1,0,119.85,1,1
2,0,2,6,0,0,106,7,1,0,94.5,0,1
3,0,2,3,1,0,242,10,1,0,150.45,0,1
3,0,0,3,1,0,25,4,1,0,167.0,0,1
2,0,0,2,0,0,77,6,1,0,116.1,0,1
3,0,0,1,1,0,36,6,1,0,159.3,0,1
2,0,0,3,1,0,193,9,1,0,93.09,1,1
1,0,0,2,1,0,4,8,1,0,88.0,1,1
2,0,1,2,1,0,305,11,0,0,89.0,0,1
2,1,1,5,2,0,7,3,1,0,169.17,0,1
2,0,1,4,0,0,100,12,1,0,88.74,0,1
2,0,0,2,1,0,239,10,1,0,96.3,1,1
2,0,0,1,1,0,19,4,1,0,156.0,0,1
2,0,1,2,1,0,305,11,0,0,89.0,0,1
2,1,2,3,1,0,86,10,1,0,123.84,1,1
1,0,1,1,1,0,45,11,1,0,86.4,0,1
2,0,1,1,1,0,168,8,1,0,105.3,0,1
2,1,0,3,1,1,184,8,1,0,130.5,2,1
2,0,1,2,1,0,43,5,1,0,126.9,0,1
2,0,1,1,0,0,16,3,1,0,84.0,0,1
2,0,1,0,1,0,9,4,1,0,101.0,0,1
2,0,0,1,1,0,443,4,0,0,65.0,0,1
3,0,0,2,1,0,185,10,1,0,128.7,2,1
2,0,2,1,0,0,56,9,1,0,125.1,0,1
2,0,0,2,1,0,36,4,1,0,131.4,0,1
1,0,2,1,1,0,93,10,0,0,115.0,0,1
2,0,1,4,1,0,154,7,0,0,112.0,0,1
2,0,2,3,1,0,192,9,1,0,19.15,0,1
3,0,0,4,1,0,70,11,1,0,126.0,1,1
3,0,1,3,1,0,111,8,1,0,137.7,0,1
3,0,2,2,1,0,21,5,1,0,130.9,0,1
2,0,0,2,1,0,131,9,1,0,129.6,0,1
2,0,0,2,0,0,23,10,1,0,119.0,1,1
2,0,1,0,1,0,253,9,1,0,115.2,2,1
2,1,2,5,2,0,186,8,1,0,164.25,2,1
2,0,0,4,1,0,175,8,1,0,99.45,0,1
2,0,0,1,0,0,51,7,1,0,107.1,0,1
2,1,1,0,1,0,105,8,0,0,99.28,0,1
1,0,0,2,1,0,37,5,2,0,89.0,0,1
2,0,0,4,1,0,270,4,0,0,62.8,0,1
2,0,2,6,0,0,69,9,1,0,123.98,0,1
2,0,2,3,1,0,115,4,1,0,104.55,1,1
2,0,0,4,1,0,63,11,1,0,88.4,1,1
2,0,1,1,1,0,73,8,1,0,140.4,1,1
2,0,1,3,1,0,147,4,1,0,96.5,1,1
2,0,0,4,1,0,35,8,1,0,109.8,1,1
2,0,1,0,1,0,258,10,0,0,110.0,0,1
2,0,2,5,1,0,144,7,1,0,99.45,1,1
2,0,1,2,1,0,59,4,1,0,105.6,0,1
2,2,2,3,2,0,157,8,1,0,217.6,0,1
2,0,1,0,0,0,49,7,1,0,93.15,0,1
2,1,2,5,2,0,156,8,1,0,171.96,2,1
2,0,1,1,0,0,268,10,1,0,95.4,0,1
2,0,2,1,1,0,3,7,1,0,162.67,0,1
2,0,1,4,1,0,128,8,1,0,122.4,0,1
2,0,0,1,1,0,105,4,0,0,75.0,0,1
2,0,2,3,2,0,170,7,0,0,300.0,0,1
1,0,0,1,1,0,163,10,0,0,115.0,0,1
2,0,2,4,1,0,102,12,1,0,72.25,1,1
2,0,2,2,1,0,179,10,1,0,104.4,1,1
1,0,0,3,1,0,163,10,0,0,100.8,0,1
2,2,1,2,1,0,50,8,1,0,242.9,0,1
2,0,2,1,1,0,139,5,1,0,124.5,1,1
2,0,1,0,0,0,35,7,1,0,125.1,0,1
2,0,0,1,2,0,219,9,1,0,108.0,0,1
2,0,2,4,1,0,129,8,1,0,114.3,0,1
2,0,1,2,1,0,174,7,1,0,112.0,1,1
3,0,0,4,1,0,57,3,1,0,116.45,0,1
2,0,2,1,0,0,145,10,1,0,108.0,1,1
1,0,0,2,1,0,188,6,0,0,130.0,0,1
2,0,2,5,1,0,173,9,1,0,126.9,1,1
2,0,0,2,0,0,29,9,1,0,132.05,0,1
2,0,1,2,1,0,21,8,1,0,140.0,1,1
2,0,1,3,1,0,24,2,1,0,91.0,0,1
2,0,0,2,2,0,377,10,1,0,115.0,1,1
2,0,2,3,1,0,244,10,1,0,85.85,0,1
2,0,1,2,2,0,309,5,0,0,101.0,0,1
2,0,0,5,1,0,145,8,1,0,99.9,0,1
2,0,0,2,1,0,40,7,1,0,135.9,1,1
2,0,0,3,1,0,101,3,1,0,78.3,0,1
3,0,0,2,1,0,15,4,1,0,177.0,0,1
2,1,0,2,1,0,179,8,1,0,127.8,0,1
2,0,0,1,1,0,0,8,1,0,138.0,0,1
2,0,0,3,1,0,213,6,0,0,130.0,0,1
2,0,1,2,1,0,280,9,0,0,110.0,0,1
2,0,0,3,1,0,55,9,1,0,149.4,0,1
2,0,0,4,1,0,34,10,1,0,129.0,1,1
2,0,2,1,1,0,64,8,1,0,143.4,1,1
2,1,2,1,1,0,173,9,1,0,143.1,0,1
2,0,1,1,1,0,0,2,1,0,106.0,0,1
1,0,2,1,1,0,1,2,1,0,60.0,0,1
2,0,0,3,1,0,127,10,1,0,132.3,2,1
2,0,1,1,1,0,60,9,1,0,123.3,1,1
2,0,1,2,1,0,78,3,0,0,100.0,0,1
1,0,2,4,1,0,245,7,0,0,110.0,0,1
2,0,2,1,1,0,64,8,1,0,143.4,1,1
3,0,2,1,1,0,84,8,1,0,159.3,0,1
2,0,0,2,2,0,239,6,0,0,112.2,0,1
2,0,2,2,0,0,13,11,1,0,77.14,1,1
2,0,0,3,1,0,308,11,1,0,78.3,2,1
1,0,2,1,1,0,116,2,0,0,61.0,0,1
2,0,0,2,1,0,211,5,1,0,100.0,0,1
2,0,0,2,2,0,346,9,1,0,115.0,1,1
2,2,1,4,1,0,68,11,1,0,164.88,0,1
2,1,5,13,1,0,12,9,0,0,110.0,2,1
2,0,0,4,1,0,186,7,1,0,103.7,0,1
2,1,0,1,1,0,162,7,1,0,121.5,2,1
2,0,0,2,1,0,238,9,1,0,126.9,1,1
2,2,2,3,2,0,12,2,1,0,230.0,0,1
3,0,2,0,1,0,79,9,1,0,168.3,0,1
2,0,0,2,0,0,69,10,1,0,80.1,1,1
2,1,1,2,1,0,52,7,1,0,132.9,0,1
2,0,0,4,0,0,186,8,1,0,89.25,0,1
3,0,2,1,1,0,147,9,1,0,177.3,0,1
2,0,2,2,0,0,208,7,1,0,80.75,0,1
2,0,1,1,1,0,60,9,0,0,48.0,0,1
2,0,0,2,0,0,49,5,1,0,116.1,0,1
2,0,0,2,0,0,23,10,1,0,119.0,1,1
2,0,2,1,1,0,31,3,1,0,84.9,0,1
2,1,0,2,1,0,244,12,1,0,94.5,2,1
2,0,0,3,1,0,130,5,1,0,105.3,1,1
1,0,0,2,1,0,181,10,0,0,120.0,0,1
2,0,0,3,1,0,127,10,1,0,132.3,2,1
3,0,1,1,1,0,72,8,1,0,159.3,0,1
2,0,0,2,2,0,102,10,0,0,101.5,0,1
2,0,0,2,1,0,49,3,1,0,99.0,0,1
2,0,1,2,1,0,305,11,0,0,89.0,0,1
2,0,1,1,1,0,190,4,0,1,70.0,0,1
2,0,2,4,0,0,194,10,1,0,105.6,1,1
2,0,2,2,1,0,60,3,0,0,75.0,0,1
2,0,2,0,1,0,75,8,1,0,135.9,0,1
2,0,0,2,1,0,39,9,1,0,149.4,0,1
1,0,2,4,1,0,69,6,0,0,120.0,0,1
2,0,1,2,1,0,418,9,1,0,75.0,0,1
2,0,1,2,1,0,273,5,1,0,95.0,0,1
2,1,2,2,1,0,173,7,1,0,114.75,2,1
2,0,1,2,1,0,91,4,1,0,80.0,0,1
2,0,0,3,1,0,81,3,1,0,96.3,0,1
2,1,1,4,1,0,105,7,1,0,123.25,0,1
2,0,0,2,1,0,263,10,0,0,110.0,0,1
1,0,0,2,1,0,154,8,1,0,100.8,0,1
2,1,0,1,1,0,37,3,1,0,143.1,1,1
2,1,1,4,1,0,177,8,1,0,123.75,0,1
2,0,0,1,1,0,179,7,1,0,96.3,1,1
2,0,0,1,1,0,221,8,1,0,80.0,0,1
1,0,2,4,1,0,245,7,0,0,110.0,0,1
2,0,0,2,1,0,164,8,1,0,105.3,2,1
2,0,2,5,0,0,6,11,1,0,78.69,0,1
1,0,2,3,1,0,131,6,1,0,115.94,0,1
2,0,0,1,1,0,105,4,0,0,75.0,0,1
1,0,0,2,1,0,48,8,2,0,65.0,0,1
1,0,0,1,1,0,45,4,1,0,112.5,0,1
2,0,1,2,1,0,305,11,0,0,89.0,0,1
2,0,1,2,1,0,418,9,0,0,75.0,0,1
1,0,1,1,1,0,80,11,1,0,86.4,0,1
2,0,1,2,1,0,78,3,0,0,100.0,0,1
1,0,0,2,1,0,188,6,0,0,130.0,0,1
2,0,0,2,1,0,207,8,1,0,105.3,1,1
2,0,2,5,1,0,278,12,1,0,73.95,0,1
2,0,1,0,1,0,15,8,1,0,99.0,0,1
2,0,1,1,1,0,30,5,1,0,117.9,0,1
3,0,2,4,1,0,19,9,1,0,150.02,1,1
3,0,0,3,1,0,94,7,1,0,137.7,0,1
2,1,0,2,1,0,175,8,1,0,121.5,1,1
2,0,0,2,2,0,346,9,0,0,115.0,1,1
1,0,0,2,1,0,181,10,0,0,120.0,0,1
2,0,1,2,1,0,193,6,1,0,120.0,0,1
1,0,0,1,1,0,23,6,1,0,119.85,0,1
2,0,0,2,1,0,169,6,1,0,96.3,0,1
1,0,5,10,1,0,3,5,3,0,110.0,0,1
1,0,2,4,1,0,113,11,2,0,79.0,0,1
2,0,0,3,0,0,128,7,1,0,103.5,0,1
2,0,1,0,0,0,43,10,1,0,108.0,1,1
3,0,0,1,1,0,67,5,1,0,159.3,0,1
2,0,2,1,1,0,201,5,1,0,106.2,1,1
2,0,1,3,1,0,322,5,0,0,80.0,0,1
1,0,6,13,1,0,5,10,2,0,95.0,1,1
2,0,1,1,1,0,174,10,0,0,70.0,0,1
1,0,1,2,1,0,213,9,2,0,106.0,0,1
2,0,2,9,1,0,156,10,1,0,104.32,1,1
1,0,0,1,0,0,36,10,1,0,102.6,0,1
2,0,2,0,0,0,26,10,1,0,119.0,1,1
2,0,1,3,1,0,236,10,0,0,97.6,0,1
2,0,2,3,1,0,51,4,1,0,116.1,0,1
2,0,2,5,1,0,171,7,1,0,106.13,1,1
2,0,2,5,1,0,83,3,1,0,76.38,0,1
2,1,1,3,1,0,45,6,1,0,126.9,1,1
2,0,1,2,1,0,302,9,0,0,100.0,0,1
2,0,2,3,2,0,184,9,1,0,152.15,0,1
1,0,0,3,1,0,113,5,2,0,100.0,0,1
2,0,1,3,1,0,142,11,1,0,85.0,0,1
2,0,0,4,2,0,296,9,0,0,117.0,1,1
2,0,0,2,2,0,320,8,0,0,115.0,1,1
2,0,0,3,1,0,190,11,1,0,90.9,0,1
2,2,2,0,1,0,134,7,1,0,177.3,0,1
2,0,0,1,1,0,3,5,1,0,156.0,0,1
2,0,1,3,1,0,322,5,0,0,80.0,0,1
2,0,0,2,2,0,292,7,1,0,115.0,0,1
3,0,1,3,1,0,32,10,1,0,176.4,0,1
1,0,0,2,1,0,188,6,0,0,130.0,0,1
2,0,0,4,0,0,49,11,1,0,74.8,2,1
2,2,1,1,1,0,35,5,1,0,179.01,0,1
2,0,2,1,1,0,36,8,1,0,135.9,0,1
2,0,0,3,1,0,314,10,0,0,75.0,0,1
1,0,2,2,1,0,162,10,0,0,115.0,0,1
2,0,0,2,0,0,15,2,1,0,79.0,0,1
3,0,2,5,1,0,134,8,1,0,132.48,0,1
2,1,1,1,1,0,162,7,1,0,130.5,2,1
2,0,2,0,1,0,164,7,1,0,114.3,0,1
2,0,2,2,1,0,70,4,1,0,95.2,0,1
2,0,0,2,1,0,117,4,1,0,99.85,0,1
2,0,1,2,2,0,315,9,0,0,160.0,0,1
2,0,0,4,1,0,200,8,1,0,105.4,1,1
2,0,2,1,0,1,156,8,1,0,103.5,0,1
2,0,1,3,0,0,100,9,1,0,91.51,1,1
2,0,1,2,1,0,305,11,0,0,89.0,0,1
2,0,1,2,0,0,15,4,1,0,125.67,0,1
2,0,2,1,1,0,7,8,1,0,130.67,0,1
2,0,1,2,2,0,315,9,0,0,160.0,0,1
2,0,2,2,1,0,136,7,1,0,93.08,0,1
2,0,0,3,1,0,197,8,0,0,112.0,0,1
3,0,0,1,1,0,49,9,1,0,142.2,0,1
2,0,2,2,1,0,179,9,1,0,126.9,0,1
2,0,1,3,1,0,194,9,1,0,101.4,0,1
2,0,0,2,0,0,31,5,1,0,125.1,0,1
1,0,0,1,1,0,2,3,2,0,88.0,0,1
2,0,0,2,2,0,256,6,0,0,115.0,1,1
2,0,0,3,0,0,128,7,1,0,103.5,0,1
2,0,1,2,2,0,161,3,0,0,130.0,0,1
2,0,2,1,2,0,131,8,0,0,94.5,0,1
2,0,1,4,1,0,64,3,1,0,73.95,1,1
2,0,2,3,1,0,256,10,1,0,100.75,0,1
2,0,2,1,2,0,57,10,1,0,141.3,1,1
1,0,0,2,1,0,63,10,1,0,132.3,0,1
2,0,1,1,1,0,216,7,1,0,86.63,1,1
2,0,0,2,1,0,280,8,1,0,73.46,0,1
2,0,0,1,1,0,443,4,0,0,65.0,0,1
2,0,0,2,1,0,182,9,1,0,117.9,2,1
1,0,0,3,1,0,166,11,0,0,110.0,0,1
2,0,0,1,2,0,100,10,1,0,108.0,0,1
2,0,0,1,1,0,9,5,1,0,156.0,0,1
2,0,2,2,1,0,42,3,1,0,97.63,0,1
2,0,0,3,0,0,188,9,1,0,116.1,1,1
2,0,1,4,1,0,206,10,1,0,105.3,2,1
2,0,2,3,1,0,212,5,0,0,78.0,0,1
2,0,0,3,0,0,85,6,1,0,103.5,0,1
2,2,2,1,1,1,188,7,1,0,186.3,1,1
1,0,1,2,1,0,114,7,0,0,75.0,0,1
1,0,0,3,1,0,287,9,1,0,100.8,2,1
2,0,0,1,0,0,9,4,1,0,89.0,0,1
2,0,2,0,2,0,386,10,1,0,115.0,1,1
2,0,0,2,0,0,39,3,1,0,71.1,1,1
2,0,1,3,1,0,282,12,1,0,83.3,2,1
3,0,0,4,2,0,126,8,1,0,195.75,0,1
2,0,0,2,1,0,41,6,1,0,142.2,0,1
2,0,1,3,1,0,123,7,1,0,76.5,0,1
2,0,0,2,1,0,181,10,1,0,90.9,2,1
2,0,0,1,1,0,105,4,0,0,75.0,0,1
2,0,1,1,1,0,69,3,1,0,72.9,1,1
3,0,0,4,1,0,137,8,1,0,133.2,0,1
2,0,0,2,2,0,265,6,1,0,109.0,1,1
1,0,0,2,1,0,188,6,0,0,130.0,0,1
2,2,1,1,2,0,32,12,1,0,231.0,0,1
2,0,1,1,2,0,301,7,0,0,115.0,1,1
2,0,2,1,1,0,32,5,1,0,126.9,0,1
3,0,2,1,1,0,196,8,1,0,128.7,0,1
1,0,2,4,1,0,69,6,0,0,120.0,0,1
2,0,1,4,1,0,135,7,1,0,107.95,1,1
2,0,0,3,1,0,27,5,1,0,141.0,0,1
2,0,1,0,1,0,151,6,0,0,200.0,0,1
2,0,1,1,0,0,41,6,1,0,98.1,1,1
2,0,0,2,2,0,102,10,0,0,101.5,0,1
2,0,0,3,1,0,61,3,1,0,87.3,0,1
2,0,1,4,1,0,5,8,1,0,90.0,0,1
2,0,2,3,1,0,2,5,1,0,113.05,0,1
2,0,1,1,0,0,185,7,1,0,94.5,1,1
2,0,0,1,2,0,100,10,0,0,108.0,0,1
2,0,0,2,1,0,59,4,1,0,127.8,0,1
2,0,0,3,1,0,304,11,0,0,89.0,0,1
3,0,2,2,1,0,194,8,1,0,130.05,2,1
2,0,2,1,2,0,220,9,0,0,156.0,1,1
2,0,2,2,1,0,10,10,1,0,107.0,0,1
1,0,0,2,1,0,103,4,0,0,115.0,0,1
2,0,0,3,1,0,304,11,0,0,89.0,0,1
2,0,2,3,1,0,188,8,1,0,90.95,0,1
2,0,0,2,2,0,265,6,0,0,115.0,1,1
2,0,2,1,1,0,252,10,1,0,106.3,0,1
2,0,0,2,1,0,107,6,0,0,144.0,1,1
1,0,2,1,1,0,4,9,1,0,130.4,0,1
3,0,2,5,1,0,151,8,1,0,136.12,0,1
2,0,0,3,1,0,11,6,2,0,90.0,0,1
2,0,0,3,1,0,103,3,1,0,99.3,0,1
2,0,2,3,1,0,192,9,0,0,102.0,0,1
2,2,2,2,1,0,11,4,1,0,203.5,0,1
2,2,0,4,1,0,108,10,1,0,199.8,0,1
2,0,1,2,1,0,101,4,0,0,80.0,0,1
3,0,2,2,1,0,220,12,1,0,114.75,1,1
2,0,4,11,1,1,103,6,1,0,116.38,0,1
2,0,0,3,1,0,213,6,0,0,130.0,0,1
2,0,1,3,1,0,228,10,1,0,90.95,2,1
2,0,0,4,1,0,202,11,1,0,94.33,0,1
2,0,0,2,2,0,102,10,0,0,101.5,0,1
2,0,1,2,2,0,315,9,0,0,160.0,0,1
1,0,0,1,1,0,3,11,3,0,95.0,0,1
2,0,1,3,1,0,99,5,1,0,132.6,0,1
2,0,2,1,2,0,96,7,1,0,94.5,0,1
1,0,3,5,1,0,20,2,1,0,86.0,1,1
1,0,0,1,1,0,21,2,1,0,85.0,0,1
2,0,1,2,1,0,14,3,1,0,97.67,1,1
2,1,1,0,1,0,18,4,1,0,148.5,0,1
2,0,0,2,2,0,320,8,0,0,115.0,1,1
2,0,2,1,1,1,278,7,1,0,103.95,0,1
2,2,0,2,1,0,60,7,1,0,177.3,0,1
2,1,2,0,1,0,143,6,1,0,118.65,1,1
2,0,2,4,0,0,85,5,1,0,109.65,0,1
1,0,2,0,1,0,2,9,2,0,65.0,0,1
2,0,2,3,1,0,303,8,1,0,78.0,0,1
2,1,2,5,1,0,46,3,1,0,76.48,1,1
3,0,1,5,1,0,174,9,1,0,159.3,1,1
2,0,2,3,1,0,102,11,1,0,85.0,2,1
1,0,1,2,1,0,18,4,1,0,112.33,0,1
2,0,1,5,1,0,90,6,1,0,114.3,0,1
3,0,1,0,1,0,27,4,1,0,137.0,0,1
2,0,1,1,1,0,45,11,1,0,93.6,0,1
2,0,2,5,0,0,199,8,1,0,80.75,0,1
1,0,0,2,1,0,164,10,0,0,100.0,0,1
1,0,1,2,1,0,206,9,2,0,106.0,0,1
1,0,0,1,1,0,10,11,1,0,120.0,0,1
2,0,0,3,1,0,27,5,1,0,141.0,0,1
2,0,1,3,1,0,109,12,1,0,114.25,0,1
1,0,2,1,1,0,1,2,0,0,60.0,0,1
2,0,0,2,1,0,308,11,0,0,52.0,0,1
2,0,0,4,2,0,296,9,0,0,117.0,1,1
1,0,1,1,1,0,19,11,1,0,150.0,0,1
1,0,1,0,0,0,57,4,1,0,94.5,0,1
2,0,2,4,1,0,104,4,1,0,82.45,2,1
2,0,2,3,1,0,276,5,0,0,61.0,0,1
2,0,0,3,1,0,91,10,1,0,132.3,2,1
3,0,0,3,1,0,81,9,1,0,168.3,0,1
2,1,0,2,1,0,51,8,1,0,152.1,0,1
2,0,0,3,2,0,34,9,0,0,224.67,0,1
2,0,2,1,0,0,79,4,1,0,88.5,0,1
2,0,0,1,1,0,1,5,1,0,84.0,0,1
2,0,1,2,1,0,273,5,0,0,95.0,0,1
3,0,1,3,2,0,5,8,1,0,228.8,0,1
2,0,0,1,1,0,98,7,1,0,114.3,1,1
2,0,0,1,1,0,13,10,1,0,140.0,1,1
2,0,1,4,1,0,34,4,1,0,131.4,0,1
1,0,2,3,1,0,115,2,0,0,60.0,0,1
2,0,2,2,0,0,79,8,1,0,120.6,0,1
2,1,1,2,2,0,173,7,0,0,365.0,1,1
2,0,0,2,2,0,292,7,0,0,115.0,0,1
2,0,1,5,1,0,116,8,1,0,131.4,0,1
2,0,1,2,1,0,106,10,1,0,118.8,1,1
2,1,2,5,1,0,172,7,1,0,112.32,0,1
2,2,2,1,1,0,17,3,1,0,224.33,0,1
2,0,0,2,1,0,177,6,0,0,100.0,0,1
2,0,0,1,1,0,12,9,1,0,152.0,1,1
1,0,0,2,1,0,188,6,0,0,130.0,0,1
2,0,1,2,1,0,280,9,0,0,110.0,0,1
2,0,0,3,1,0,204,5,0,0,100.0,0,1
2,0,0,3,1,0,204,5,1,0,100.0,0,1
1,0,1,1,0,0,5,8,1,0,109.0,1,1
2,0,0,3,1,0,258,9,1,0,106.2,0,1
2,0,1,3,1,0,79,3,1,0,90.95,1,1
2,0,1,2,2,0,418,9,1,0,107.0,0,1
2,0,2,6,1,0,205,9,1,0,111.35,0,1
2,0,0,2,2,0,102,10,1,0,101.5,0,1
2,2,1,1,1,0,217,8,1,0,168.3,1,1
2,0,2,1,1,0,202,5,0,0,90.0,0,1
2,0,0,1,0,0,150,7,0,0,63.75,0,1
2,0,1,3,1,1,151,7,1,0,110.58,1,1
2,0,0,3,1,0,279,10,0,0,110.0,0,1
3,0,2,6,1,0,150,6,1,0,126.86,1,1
2,0,1,2,0,0,109,8,1,0,100.5,0,1
2,1,0,1,1,0,205,9,1,0,143.1,0,1
2,1,1,3,1,0,160,7,1,0,110.5,2,1
2,0,1,2,1,0,121,7,1,0,97.54,0,1
2,0,2,3,1,0,86,8,1,0,82.45,0,1
2,0,0,3,1,0,259,5,1,0,90.0,0,1
2,0,2,2,1,0,10,9,1,0,156.5,0,1
1,0,1,2,1,0,114,7,0,0,75.0,0,1
2,0,1,0,1,0,120,6,1,0,140.4,0,1
3,0,2,0,1,0,37,4,1,0,150.3,0,1
1,0,0,3,1,0,166,11,0,0,110.0,0,1
2,0,0,4,0,0,84,7,1,0,94.5,0,1
2,0,0,2,2,0,377,10,0,0,115.0,1,1
2,0,0,4,1,0,182,9,1,0,126.9,0,1
2,0,1,2,1,0,25,5,1,0,123.0,0,1
2,1,1,0,1,0,153,8,1,0,105.3,2,1
1,0,1,2,1,0,191,6,0,0,116.0,0,1
3,0,2,4,1,0,7,4,1,0,159.0,0,1
2,1,2,1,1,0,115,10,1,0,151.2,2,1
2,0,0,2,1,0,35,3,1,0,140.4,0,1
2,0,1,3,1,0,250,9,0,0,95.0,0,1
2,0,2,1,1,0,124,8,1,0,114.3,0,1
3,0,2,1,1,0,205,5,0,0,125.0,0,1
3,0,2,2,2,0,31,6,1,0,192.6,0,1
2,0,0,2,1,0,308,11,0,0,52.0,0,1
2,0,1,3,0,0,199,5,1,0,95.4,1,1
2,0,0,3,2,0,34,9,0,0,224.67,0,1
1,0,4,9,1,0,32,11,1,0,74.8,1,1
2,0,0,2,0,0,73,5,1,0,116.1,0,1
2,0,1,0,0,0,199,8,1,0,85.5,0,1
1,0,0,2,1,0,103,4,0,0,115.0,0,1
3,0,0,3,1,0,158,8,1,0,137.7,1,1
1,0,0,2,1,0,103,4,1,0,115.0,0,1
1,0,6,16,1,0,31,3,1,0,98.93,1,1
2,0,2,4,0,0,114,11,1,0,74.8,1,1
2,0,1,3,1,0,290,12,1,0,73.95,0,1
2,0,0,3,1,0,58,10,1,0,132.3,0,1
2,0,1,3,0,0,107,9,1,0,118.8,1,1
2,0,0,2,1,0,154,10,1,0,118.8,1,1
2,0,1,1,1,0,33,1,2,0,62.0,0,1
2,0,0,4,1,0,69,3,1,0,82.45,0,1
2,0,1,4,1,0,69,3,1,0,79.05,0,1
2,0,2,4,1,0,36,3,1,0,125.1,1,1
1,0,0,2,1,0,188,6,0,0,130.0,0,1
2,0,0,4,1,0,133,11,1,0,90.0,2,1
2,0,2,2,0,0,46,3,1,0,67.15,0,1
3,0,2,5,1,0,144,7,1,0,133.69,0,1
2,0,0,3,1,0,304,11,0,0,89.0,0,1
3,0,2,3,1,0,17,11,1,0,138.6,1,1
2,0,2,1,1,0,153,6,1,0,106.2,1,1
1,0,0,3,1,0,206,9,1,0,126.9,1,1
2,0,0,2,1,0,30,9,1,0,135.9,1,1
1,0,0,1,1,0,47,4,1,0,99.9,0,1
2,0,1,1,0,0,24,9,1,0,107.1,0,1
2,0,0,2,2,0,320,8,0,0,115.0,1,1
2,0,2,0,1,0,146,4,0,0,95.0,0,1
2,0,2,5,1,0,277,9,0,0,80.0,0,1
2,0,1,3,1,0,25,5,1,0,158.0,0,1
